 <Gaussian_efield: 0.0000118368 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000111212 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000104015 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000096776 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000089498 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000082181 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000074825 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000067433 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000060004 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000052539 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000045041 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000037508 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000029943 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000022346 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000014719 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: 0.0000007061 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000000625 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000008339 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000016080 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000023847 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000031639 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000039455 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000047294 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000055154 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000063036 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000070938 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000078858 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000086796 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000094751 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000102722 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000110708 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000118707 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000126719 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000134742 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000142776 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000150818 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000158870 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000166928 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000174992 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000183062 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000191135 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000199211 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000207289 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000215367 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000223444 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000231520 0.0000000000 0.0000000000</Gaussian_efield
 <Gaussian_efield: -0.0000239593 0.0000000000 0.0000000000</Gaussian_efield
